날짜,성명,거래처,품목,금액(원),category_id
2026-03-04,영업2팀_사원6,거래처_29,품목_60,1582654,cat_id_1
2026-03-04,영업2팀_사원6,거래처_16,품목_516,2672170,cat_id_7
2026-03-04,영업2팀_사원6,거래처_10,품목_972,4729760,cat_id_3
2026-03-04,영업2팀_사원6,거래처_6,품목_584,2739163,cat_id_5
2026-03-04,영업2팀_사원6,거래처_27,품목_280,5474184,cat_id_1
2026-03-04,영업2팀_사원6,거래처_37,품목_861,2857061,cat_id_2
2026-03-04,영업2팀_사원6,거래처_8,품목_97,3006236,cat_id_8
2026-03-04,영업3팀_사원1,거래처_29,품목_557,5300870,cat_id_8
2026-03-04,영업3팀_사원1,거래처_28,품목_119,5024358,cat_id_10
2026-03-04,영업3팀_사원1,거래처_37,품목_787,4708013,cat_id_8
2026-03-04,영업3팀_사원1,거래처_6,품목_92,4997189,cat_id_3
2026-03-04,영업3팀_사원1,거래처_52,품목_841,4588436,cat_id_2
2026-03-04,영업3팀_사원1,거래처_11,품목_921,4306223,cat_id_2
2026-03-04,영업3팀_사원1,거래처_7,품목_583,4873132,cat_id_4
2026-03-04,영업3팀_사원1,거래처_16,품목_317,3487683,cat_id_8
2026-03-04,영업3팀_사원1,거래처_40,품목_209,3837480,cat_id_10
2026-03-04,영업3팀_사원1,거래처_38,품목_726,3279161,cat_id_7
2026-03-04,영업3팀_사원1,거래처_13,품목_565,3001992,cat_id_6
2026-03-04,영업3팀_사원1,거래처_5,품목_119,3972655,cat_id_10
2026-03-04,영업3팀_사원1,거래처_24,품목_282,2555040,cat_id_3
2026-03-04,영업3팀_사원1,거래처_37,품목_990,4793138,cat_id_1
2026-03-04,영업3팀_사원1,거래처_40,품목_922,2591021,cat_id_3
2026-03-04,영업3팀_사원1,거래처_22,품목_78,4644987,cat_id_9
2026-03-04,영업3팀_사원2,거래처_31,품목_576,4059169,cat_id_7
2026-03-04,영업3팀_사원2,거래처_41,품목_787,2227269,cat_id_8
2026-03-04,영업3팀_사원2,거래처_27,품목_674,5498277,cat_id_5
2026-03-04,영업3팀_사원2,거래처_44,품목_302,4544016,cat_id_3
2026-03-04,영업3팀_사원2,거래처_3,품목_709,2187521,cat_id_10
2026-03-04,영업3팀_사원2,거래처_41,품목_933,5111091,cat_id_4
2026-03-04,영업3팀_사원2,거래처_10,품목_424,4889827,cat_id_5
2026-03-04,영업3팀_사원2,거래처_13,품목_357,5018450,cat_id_8
2026-03-04,영업3팀_사원2,거래처_43,품목_748,3131389,cat_id_9
2026-03-04,영업3팀_사원2,거래처_36,품목_473,3081335,cat_id_4
2026-03-04,영업3팀_사원2,거래처_44,품목_964,2975837,cat_id_5
2026-03-04,영업3팀_사원2,거래처_25,품목_207,3716176,cat_id_8
2026-03-04,영업3팀_사원2,거래처_51,품목_882,3019223,cat_id_3
2026-03-04,영업3팀_사원3,거래처_16,품목_129,3649847,cat_id_10
2026-03-04,영업3팀_사원3,거래처_16,품목_932,1951401,cat_id_3
2026-03-04,영업3팀_사원3,거래처_22,품목_427,3587984,cat_id_8
2026-03-04,영업3팀_사원3,거래처_50,품목_563,4116328,cat_id_4
2026-03-04,영업3팀_사원3,거래처_22,품목_370,4960337,cat_id_1
2026-03-04,영업3팀_사원3,거래처_49,품목_969,3007187,cat_id_10
2026-03-04,영업3팀_사원3,거래처_15,품목_896,5315748,cat_id_7
2026-03-04,영업3팀_사원3,거래처_51,품목_790,3692835,cat_id_1
2026-03-04,영업3팀_사원3,거래처_30,품목_780,2011137,cat_id_1
2026-03-04,영업3팀_사원3,거래처_38,품목_618,2208338,cat_id_9
2026-03-04,영업3팀_사원3,거래처_44,품목_941,3543668,cat_id_2
2026-03-04,영업3팀_사원3,거래처_53,품목_400,1517227,cat_id_1
2026-03-04,영업3팀_사원3,거래처_1,품목_356,4334806,cat_id_7
2026-03-04,영업3팀_사원3,거래처_19,품목_729,1515609,cat_id_10
2026-03-04,영업3팀_사원3,거래처_52,품목_3,4741305,cat_id_4
2026-03-04,영업3팀_사원3,거래처_38,품목_726,4689505,cat_id_7
2026-03-04,영업3팀_사원3,거래처_44,품목_644,2275623,cat_id_5
2026-03-04,영업3팀_사원4,거래처_3,품목_703,4074415,cat_id_4
2026-03-04,영업3팀_사원4,거래처_21,품목_210,1594106,cat_id_1
2026-03-04,영업3팀_사원4,거래처_3,품목_474,1854985,cat_id_5
2026-03-04,영업3팀_사원4,거래처_12,품목_649,3836709,cat_id_10
2026-03-04,영업3팀_사원4,거래처_55,품목_415,5083023,cat_id_6
2026-03-04,영업3팀_사원4,거래처_38,품목_454,3473150,cat_id_5
2026-03-04,영업3팀_사원4,거래처_34,품목_835,5090264,cat_id_6
2026-03-04,영업3팀_사원4,거래처_37,품목_291,4164581,cat_id_2
2026-03-04,영업3팀_사원4,거래처_21,품목_859,3006593,cat_id_10
2026-03-04,영업3팀_사원4,거래처_45,품목_149,4515492,cat_id_10
2026-03-04,영업3팀_사원4,거래처_48,품목_427,4875233,cat_id_8
2026-03-04,영업3팀_사원4,거래처_51,품목_951,3869841,cat_id_2
2026-03-04,영업3팀_사원4,거래처_47,품목_960,4396473,cat_id_1
2026-03-04,영업3팀_사원5,거래처_20,품목_757,1846111,cat_id_8
2026-03-04,영업3팀_사원5,거래처_51,품목_882,4227593,cat_id_3
2026-03-04,영업3팀_사원5,거래처_12,품목_326,2081267,cat_id_7
2026-03-04,영업3팀_사원5,거래처_27,품목_972,3781439,cat_id_3
2026-03-04,영업3팀_사원5,거래처_54,품목_868,2351038,cat_id_9
2026-03-04,영업3팀_사원5,거래처_5,품목_535,2934899,cat_id_6
2026-03-04,영업3팀_사원5,거래처_7,품목_996,5036819,cat_id_7
2026-03-04,영업3팀_사원5,거래처_16,품목_644,3290553,cat_id_5
2026-03-04,영업3팀_사원5,거래처_24,품목_452,2351101,cat_id_3
2026-03-04,영업3팀_사원5,거래처_26,품목_189,5121431,cat_id_10
2026-03-04,영업3팀_사원5,거래처_19,품목_471,4280216,cat_id_2
2026-03-04,영업3팀_사원5,거래처_34,품목_161,1960633,cat_id_2
2026-03-04,영업3팀_사원5,거래처_40,품목_319,3806995,cat_id_10
2026-03-04,영업3팀_사원5,거래처_30,품목_383,1594233,cat_id_4
2026-03-04,영업3팀_사원5,거래처_4,품목_738,2842364,cat_id_9
2026-03-04,영업3팀_사원5,거래처_18,품목_344,1846176,cat_id_5
2026-03-04,영업3팀_사원6,거래처_9,품목_210,4996704,cat_id_1
2026-03-04,영업3팀_사원6,거래처_21,품목_469,3853842,cat_id_10
2026-03-04,영업3팀_사원6,거래처_39,품목_413,2868922,cat_id_4
2026-03-04,영업3팀_사원6,거래처_12,품목_302,2322974,cat_id_3
2026-03-04,영업3팀_사원6,거래처_34,품목_977,2718687,cat_id_8
2026-03-04,영업3팀_사원6,거래처_45,품목_927,2225104,cat_id_8
2026-03-04,영업3팀_사원6,거래처_4,품목_520,2963455,cat_id_1
2026-03-04,영업3팀_사원6,거래처_20,품목_616,3798612,cat_id_7
2026-03-04,영업3팀_사원6,거래처_40,품목_42,3357274,cat_id_3
2026-03-04,영업3팀_사원6,거래처_52,품목_159,1791150,cat_id_10
2026-03-04,영업3팀_사원6,거래처_19,품목_353,3224500,cat_id_4
2026-03-04,영업3팀_사원6,거래처_36,품목_245,5421587,cat_id_6
2026-03-04,영업3팀_사원6,거래처_55,품목_227,2482351,cat_id_8
2026-03-04,영업3팀_사원6,거래처_34,품목_327,3062958,cat_id_8
2026-03-04,영업3팀_사원6,거래처_43,품목_867,3239355,cat_id_8
2026-03-04,영업3팀_사원6,거래처_12,품목_296,3900625,cat_id_7
2026-03-04,영업4팀_사원1,거래처_39,품목_907,5032344,cat_id_8
2026-03-04,영업4팀_사원1,거래처_39,품목_771,3277102,cat_id_2
2026-03-04,영업4팀_사원1,거래처_17,품목_320,5237069,cat_id_1
2026-03-04,영업4팀_사원1,거래처_29,품목_835,4665298,cat_id_6
2026-03-04,영업4팀_사원1,거래처_12,품목_59,4787936,cat_id_10
2026-03-04,영업4팀_사원1,거래처_5,품목_800,3878924,cat_id_1
2026-03-04,영업4팀_사원1,거래처_10,품목_159,4006185,cat_id_10
2026-03-04,영업4팀_사원1,거래처_32,품목_759,3014710,cat_id_10
2026-03-04,영업4팀_사원1,거래처_20,품목_825,2340776,cat_id_6
2026-03-04,영업4팀_사원1,거래처_17,품목_841,3514688,cat_id_2
2026-03-04,영업4팀_사원1,거래처_20,품목_958,4657667,cat_id_9
2026-03-04,영업4팀_사원1,거래처_1,품목_834,3824329,cat_id_5
2026-03-04,영업4팀_사원1,거래처_40,품목_56,4362103,cat_id_7
2026-03-04,영업4팀_사원1,거래처_7,품목_911,2929931,cat_id_2
2026-03-04,영업4팀_사원2,거래처_16,품목_212,1657235,cat_id_3
2026-03-04,영업4팀_사원2,거래처_47,품목_844,3760984,cat_id_5
2026-03-04,영업4팀_사원2,거래처_3,품목_683,3495197,cat_id_4
2026-03-04,영업4팀_사원2,거래처_42,품목_834,2310873,cat_id_5
2026-03-04,영업4팀_사원2,거래처_38,품목_152,3887247,cat_id_3
2026-03-04,영업4팀_사원2,거래처_30,품목_553,5172018,cat_id_4
2026-03-04,영업4팀_사원2,거래처_19,품목_733,3911260,cat_id_4
2026-03-04,영업4팀_사원2,거래처_13,품목_792,3201792,cat_id_3
2026-03-04,영업4팀_사원2,거래처_10,품목_41,3626794,cat_id_2
2026-03-04,영업4팀_사원2,거래처_7,품목_590,2253143,cat_id_1
2026-03-04,영업4팀_사원2,거래처_17,품목_302,1637372,cat_id_3
2026-03-04,영업4팀_사원2,거래처_53,품목_982,3534493,cat_id_3
2026-03-04,영업4팀_사원2,거래처_16,품목_304,2566065,cat_id_5
2026-03-04,영업4팀_사원3,거래처_5,품목_75,3952056,cat_id_6
2026-03-04,영업4팀_사원3,거래처_1,품목_553,4718834,cat_id_4
2026-03-04,영업4팀_사원3,거래처_24,품목_806,4802795,cat_id_7
2026-03-04,영업4팀_사원3,거래처_5,품목_982,3577332,cat_id_3
2026-03-04,영업4팀_사원3,거래처_48,품목_361,2666517,cat_id_2
2026-03-04,영업4팀_사원3,거래처_49,품목_665,1949707,cat_id_6
2026-03-04,영업4팀_사원3,거래처_50,품목_344,4531049,cat_id_5
2026-03-04,영업4팀_사원3,거래처_31,품목_633,3499819,cat_id_4
2026-03-04,영업4팀_사원3,거래처_10,품목_915,4671314,cat_id_6
2026-03-04,영업4팀_사원3,거래처_12,품목_524,3291260,cat_id_5
2026-03-04,영업4팀_사원3,거래처_20,품목_560,1841324,cat_id_1
2026-03-04,영업4팀_사원3,거래처_41,품목_662,2023429,cat_id_3
2026-03-04,영업4팀_사원3,거래처_19,품목_576,2229300,cat_id_7
2026-03-04,영업4팀_사원3,거래처_35,품목_542,3467850,cat_id_3
2026-03-04,영업4팀_사원4,거래처_43,품목_892,4518073,cat_id_3
2026-03-04,영업4팀_사원4,거래처_19,품목_931,3344214,cat_id_2
2026-03-04,영업4팀_사원4,거래처_53,품목_793,2699842,cat_id_4
2026-03-04,영업4팀_사원4,거래처_8,품목_784,1694600,cat_id_5
2026-03-04,영업4팀_사원4,거래처_25,품목_979,3491857,cat_id_10
2026-03-04,영업4팀_사원4,거래처_23,품목_25,1585246,cat_id_6
2026-03-04,영업4팀_사원4,거래처_9,품목_207,3409294,cat_id_8
2026-03-04,영업4팀_사원4,거래처_14,품목_871,1834708,cat_id_2
2026-03-04,영업4팀_사원4,거래처_22,품목_976,2917168,cat_id_7
2026-03-04,영업4팀_사원4,거래처_3,품목_394,4114699,cat_id_5
2026-03-04,영업4팀_사원4,거래처_44,품목_399,1563782,cat_id_10
2026-03-04,영업4팀_사원4,거래처_32,품목_258,2346264,cat_id_9
2026-03-04,영업4팀_사원4,거래처_17,품목_754,2289375,cat_id_5
2026-03-04,영업4팀_사원4,거래처_2,품목_338,4869451,cat_id_9
2026-03-04,영업4팀_사원4,거래처_19,품목_609,5032459,cat_id_10
2026-03-04,영업4팀_사원4,거래처_42,품목_950,2744658,cat_id_1
2026-03-04,영업4팀_사원5,거래처_20,품목_617,1875881,cat_id_8
2026-03-04,영업4팀_사원5,거래처_36,품목_558,3219506,cat_id_9
2026-03-04,영업4팀_사원5,거래처_21,품목_357,2049512,cat_id_8
2026-03-04,영업4팀_사원5,거래처_6,품목_935,1958410,cat_id_6
2026-03-04,영업4팀_사원5,거래처_54,품목_599,4646951,cat_id_10
2026-03-04,영업4팀_사원5,거래처_14,품목_356,2245087,cat_id_7
2026-03-04,영업4팀_사원5,거래처_1,품목_502,3068888,cat_id_3
2026-03-04,영업4팀_사원5,거래처_10,품목_361,5058500,cat_id_2
2026-03-04,영업4팀_사원5,거래처_48,품목_344,2832670,cat_id_5
2026-03-04,영업4팀_사원5,거래처_13,품목_753,3860479,cat_id_4
2026-03-04,영업4팀_사원5,거래처_5,품목_743,4764100,cat_id_4
2026-03-04,영업4팀_사원5,거래처_1,품목_306,3673415,cat_id_7
2026-03-04,영업4팀_사원5,거래처_28,품목_843,5155497,cat_id_4
2026-03-04,영업4팀_사원5,거래처_5,품목_396,4409060,cat_id_7
2026-03-04,영업4팀_사원5,거래처_5,품목_388,2840213,cat_id_9
2026-03-04,영업4팀_사원5,거래처_28,품목_973,3638296,cat_id_4
2026-03-04,영업4팀_사원5,거래처_11,품목_685,3985544,cat_id_6
2026-03-04,영업4팀_사원6,거래처_42,품목_625,1647605,cat_id_6
2026-03-04,영업4팀_사원6,거래처_49,품목_397,3390341,cat_id_8
2026-03-04,영업4팀_사원6,거래처_44,품목_708,1609274,cat_id_9
2026-03-04,영업4팀_사원6,거래처_2,품목_457,1795417,cat_id_8
2026-03-04,영업4팀_사원6,거래처_42,품목_267,2300720,cat_id_8
2026-03-04,영업4팀_사원6,거래처_30,품목_403,3238253,cat_id_4
2026-03-04,영업4팀_사원6,거래처_12,품목_781,2667986,cat_id_2
2026-03-04,영업4팀_사원6,거래처_19,품목_892,4881049,cat_id_3
2026-03-04,영업4팀_사원6,거래처_38,품목_590,5099011,cat_id_1
2026-03-04,영업4팀_사원6,거래처_33,품목_417,2863524,cat_id_8
2026-03-04,영업4팀_사원6,거래처_55,품목_461,2619863,cat_id_2
2026-03-04,영업4팀_사원6,거래처_3,품목_85,4790676,cat_id_6
2026-03-04,영업5팀_사원1,거래처_9,품목_315,3328800,cat_id_6
2026-03-04,영업5팀_사원1,거래처_27,품목_890,2820416,cat_id_1
2026-03-04,영업5팀_사원1,거래처_28,품목_780,4000800,cat_id_1
2026-03-04,영업5팀_사원1,거래처_44,품목_939,3988459,cat_id_10
2026-03-04,영업5팀_사원1,거래처_24,품목_502,1930922,cat_id_3
2026-03-04,영업5팀_사원1,거래처_12,품목_473,2935061,cat_id_4
2026-03-04,영업5팀_사원1,거래처_1,품목_535,4990824,cat_id_6
2026-03-04,영업5팀_사원1,거래처_28,품목_147,3041299,cat_id_8
2026-03-04,영업5팀_사원1,거래처_26,품목_718,2270444,cat_id_9
2026-03-04,영업5팀_사원1,거래처_40,품목_752,4325895,cat_id_3
2026-03-04,영업5팀_사원1,거래처_40,품목_539,5428301,cat_id_10
2026-03-04,영업5팀_사원1,거래처_30,품목_753,2710824,cat_id_4
2026-03-04,영업5팀_사원1,거래처_51,품목_798,3743545,cat_id_9
2026-03-04,영업5팀_사원1,거래처_10,품목_405,2821795,cat_id_6
2026-03-04,영업5팀_사원1,거래처_36,품목_970,4979503,cat_id_1
2026-03-04,영업5팀_사원2,거래처_2,품목_745,2159539,cat_id_6
2026-03-04,영업5팀_사원2,거래처_27,품목_938,1844981,cat_id_9
2026-03-04,영업5팀_사원2,거래처_29,품목_951,4080500,cat_id_2
2026-03-04,영업5팀_사원2,거래처_48,품목_150,3813331,cat_id_1
2026-03-04,영업5팀_사원2,거래처_36,품목_238,5039932,cat_id_9
2026-03-04,영업5팀_사원2,거래처_25,품목_107,2635785,cat_id_8
2026-03-04,영업5팀_사원2,거래처_10,품목_146,4149102,cat_id_7
2026-03-04,영업5팀_사원2,거래처_4,품목_958,3416127,cat_id_9
2026-03-04,영업5팀_사원2,거래처_47,품목_693,5211962,cat_id_4
2026-03-04,영업5팀_사원2,거래처_17,품목_151,1788085,cat_id_2
2026-03-04,영업5팀_사원2,거래처_25,품목_996,2140099,cat_id_7
2026-03-04,영업5팀_사원2,거래처_42,품목_475,5368403,cat_id_6
2026-03-04,영업5팀_사원3,거래처_4,품목_488,3897610,cat_id_9
2026-03-04,영업5팀_사원3,거래처_13,품목_193,5353106,cat_id_4
2026-03-04,영업5팀_사원3,거래처_55,품목_79,3546781,cat_id_10
2026-03-04,영업5팀_사원3,거래처_38,품목_562,5452826,cat_id_3
2026-03-04,영업5팀_사원3,거래처_21,품목_708,1930884,cat_id_9
2026-03-04,영업5팀_사원3,거래처_8,품목_117,5141353,cat_id_8
2026-03-04,영업5팀_사원3,거래처_7,품목_455,5296831,cat_id_6
2026-03-04,영업5팀_사원3,거래처_23,품목_785,2641213,cat_id_6
2026-03-04,영업5팀_사원3,거래처_25,품목_173,1763638,cat_id_4
2026-03-04,영업5팀_사원3,거래처_22,품목_567,3990122,cat_id_8
2026-03-04,영업5팀_사원3,거래처_10,품목_52,1784525,cat_id_3
2026-03-04,영업5팀_사원3,거래처_15,품목_104,1737009,cat_id_5
2026-03-04,영업5팀_사원3,거래처_4,품목_260,4814387,cat_id_1
2026-03-04,영업5팀_사원3,거래처_37,품목_794,4859320,cat_id_5
2026-03-04,영업5팀_사원3,거래처_1,품목_991,2257769,cat_id_2
2026-03-04,영업5팀_사원3,거래처_49,품목_277,4350570,cat_id_8
2026-03-04,영업5팀_사원3,거래처_35,품목_125,2088949,cat_id_6
2026-03-04,영업5팀_사원4,거래처_22,품목_772,1744360,cat_id_3
2026-03-04,영업5팀_사원4,거래처_49,품목_160,5376974,cat_id_1
2026-03-04,영업5팀_사원4,거래처_27,품목_686,2672986,cat_id_7
2026-03-04,영업5팀_사원4,거래처_16,품목_914,4226868,cat_id_5
2026-03-04,영업5팀_사원4,거래처_25,품목_566,4261343,cat_id_7
2026-03-04,영업5팀_사원4,거래처_7,품목_519,1578313,cat_id_10
2026-03-04,영업5팀_사원4,거래처_31,품목_27,3143610,cat_id_8
2026-03-04,영업5팀_사원4,거래처_9,품목_668,4009763,cat_id_9
2026-03-04,영업5팀_사원4,거래처_36,품목_794,3941382,cat_id_5
2026-03-04,영업5팀_사원4,거래처_38,품목_156,3153354,cat_id_7
2026-03-04,영업5팀_사원4,거래처_6,품목_473,4886623,cat_id_4
2026-03-04,영업5팀_사원4,거래처_28,품목_199,5382685,cat_id_10
2026-03-04,영업5팀_사원4,거래처_45,품목_159,3927290,cat_id_10
2026-03-04,영업5팀_사원4,거래처_20,품목_240,3636636,cat_id_1
2026-03-04,영업5팀_사원5,거래처_33,품목_355,5274396,cat_id_6
2026-03-04,영업5팀_사원5,거래처_10,품목_43,5190903,cat_id_4
2026-03-04,영업5팀_사원5,거래처_4,품목_334,4509645,cat_id_5
2026-03-04,영업5팀_사원5,거래처_6,품목_268,4070405,cat_id_9
2026-03-04,영업5팀_사원5,거래처_14,품목_743,4771949,cat_id_4
2026-03-04,영업5팀_사원5,거래처_38,품목_432,5037424,cat_id_3
2026-03-04,영업5팀_사원5,거래처_50,품목_603,4296666,cat_id_4
2026-03-04,영업5팀_사원5,거래처_2,품목_448,2309141,cat_id_9
2026-03-04,영업5팀_사원5,거래처_21,품목_98,4631689,cat_id_9
2026-03-04,영업5팀_사원5,거래처_47,품목_481,4204015,cat_id_2
2026-03-04,영업5팀_사원5,거래처_1,품목_418,3113740,cat_id_9
2026-03-04,영업5팀_사원5,거래처_24,품목_231,4036122,cat_id_2
2026-03-04,영업5팀_사원5,거래처_27,품목_778,5496496,cat_id_9
2026-03-04,영업5팀_사원5,거래처_29,품목_296,2050312,cat_id_7
2026-03-04,영업5팀_사원5,거래처_51,품목_862,5292575,cat_id_3
2026-03-04,영업5팀_사원5,거래처_45,품목_209,2017816,cat_id_10
2026-03-04,영업5팀_사원6,거래처_50,품목_725,3435777,cat_id_6
2026-03-04,영업5팀_사원6,거래처_55,품목_124,3630943,cat_id_5
2026-03-04,영업5팀_사원6,거래처_7,품목_184,4863613,cat_id_5
2026-03-04,영업5팀_사원6,거래처_7,품목_549,2346014,cat_id_10
2026-03-04,영업5팀_사원6,거래처_20,품목_542,3056648,cat_id_3
2026-03-04,영업5팀_사원6,거래처_44,품목_106,2481386,cat_id_7
2026-03-04,영업5팀_사원6,거래처_21,품목_737,2389534,cat_id_8
2026-03-04,영업5팀_사원6,거래처_12,품목_191,2017360,cat_id_2
2026-03-04,영업5팀_사원6,거래처_43,품목_734,2601378,cat_id_5
2026-03-04,영업5팀_사원6,거래처_12,품목_272,2477409,cat_id_3
2026-03-04,영업5팀_사원6,거래처_31,품목_509,4633292,cat_id_10
2026-03-04,영업5팀_사원6,거래처_42,품목_540,4879289,cat_id_1
2026-03-04,영업5팀_사원6,거래처_16,품목_365,5471889,cat_id_6
2026-03-05,영업1팀_사원1,거래처_45,품목_148,2495099,cat_id_9
2026-03-05,영업1팀_사원1,거래처_31,품목_695,4221403,cat_id_6
2026-03-05,영업1팀_사원1,거래처_51,품목_258,1816148,cat_id_9
2026-03-05,영업1팀_사원1,거래처_43,품목_850,1687580,cat_id_1
2026-03-05,영업1팀_사원1,거래처_43,품목_267,1948211,cat_id_8
2026-03-05,영업1팀_사원1,거래처_4,품목_508,4354076,cat_id_9
2026-03-05,영업1팀_사원1,거래처_22,품목_874,3298022,cat_id_5
2026-03-05,영업1팀_사원1,거래처_16,품목_900,2436332,cat_id_1
2026-03-05,영업1팀_사원1,거래처_7,품목_645,3698116,cat_id_6
2026-03-05,영업1팀_사원1,거래처_43,품목_232,2589048,cat_id_3
2026-03-05,영업1팀_사원1,거래처_43,품목_3,1554143,cat_id_4
2026-03-05,영업1팀_사원1,거래처_46,품목_289,1907830,cat_id_10
2026-03-05,영업1팀_사원1,거래처_23,품목_237,2999339,cat_id_8
2026-03-05,영업1팀_사원1,거래처_18,품목_834,5198272,cat_id_5
2026-03-05,영업1팀_사원1,거래처_26,품목_629,4468683,cat_id_10
2026-03-05,영업1팀_사원1,거래처_31,품목_130,5375123,cat_id_1
2026-03-05,영업1팀_사원1,거래처_53,품목_765,2977893,cat_id_6
2026-03-05,영업1팀_사원2,거래처_29,품목_33,4820628,cat_id_4
2026-03-05,영업1팀_사원2,거래처_23,품목_605,4985573,cat_id_6
2026-03-05,영업1팀_사원2,거래처_44,품목_796,3779328,cat_id_7
2026-03-05,영업1팀_사원2,거래처_14,품목_719,1591616,cat_id_10
2026-03-05,영업1팀_사원2,거래처_11,품목_524,4205698,cat_id_5
2026-03-05,영업1팀_사원2,거래처_35,품목_749,1847414,cat_id_10
2026-03-05,영업1팀_사원2,거래처_17,품목_318,3964120,cat_id_9
2026-03-05,영업1팀_사원2,거래처_44,품목_770,3445003,cat_id_1
2026-03-05,영업1팀_사원2,거래처_17,품목_830,3794997,cat_id_1
2026-03-05,영업1팀_사원2,거래처_45,품목_804,5261917,cat_id_5
2026-03-05,영업1팀_사원2,거래처_41,품목_517,2350780,cat_id_8
2026-03-05,영업1팀_사원2,거래처_36,품목_591,3652662,cat_id_2
2026-03-05,영업1팀_사원2,거래처_42,품목_108,4434133,cat_id_9
2026-03-05,영업1팀_사원3,거래처_43,품목_304,2276630,cat_id_5
2026-03-05,영업1팀_사원3,거래처_25,품목_900,5204862,cat_id_1
2026-03-05,영업1팀_사원3,거래처_15,품목_634,5349442,cat_id_5
2026-03-05,영업1팀_사원3,거래처_54,품목_733,1578680,cat_id_4
2026-03-05,영업1팀_사원3,거래처_14,품목_658,3267379,cat_id_9
2026-03-05,영업1팀_사원3,거래처_33,품목_793,2367113,cat_id_4
2026-03-05,영업1팀_사원3,거래처_38,품목_768,4752067,cat_id_9
2026-03-05,영업1팀_사원3,거래처_16,품목_920,4739999,cat_id_1
2026-03-05,영업1팀_사원3,거래처_6,품목_750,2552781,cat_id_1
2026-03-05,영업1팀_사원3,거래처_31,품목_239,4709955,cat_id_10
2026-03-05,영업1팀_사원3,거래처_51,품목_646,4051998,cat_id_7
2026-03-05,영업1팀_사원3,거래처_51,품목_940,1970561,cat_id_1
2026-03-05,영업1팀_사원3,거래처_13,품목_793,2797943,cat_id_4
2026-03-05,영업1팀_사원3,거래처_23,품목_316,3045249,cat_id_7
2026-03-05,영업1팀_사원4,거래처_31,품목_392,3665169,cat_id_3
2026-03-05,영업1팀_사원4,거래처_20,품목_97,1636872,cat_id_8
2026-03-05,영업1팀_사원4,거래처_5,품목_984,2390029,cat_id_5
2026-03-05,영업1팀_사원4,거래처_50,품목_395,4206315,cat_id_6
2026-03-05,영업1팀_사원4,거래처_31,품목_168,5496425,cat_id_9
2026-03-05,영업1팀_사원4,거래처_8,품목_810,2029402,cat_id_1
2026-03-05,영업1팀_사원4,거래처_26,품목_222,3461943,cat_id_3
2026-03-05,영업1팀_사원4,거래처_31,품목_132,3925066,cat_id_3
2026-03-05,영업1팀_사원4,거래처_40,품목_910,3351710,cat_id_1
2026-03-05,영업1팀_사원4,거래처_18,품목_109,3671160,cat_id_10
2026-03-05,영업1팀_사원4,거래처_32,품목_607,2730721,cat_id_8
2026-03-05,영업1팀_사원4,거래처_16,품목_324,4751456,cat_id_5
2026-03-05,영업1팀_사원4,거래처_45,품목_112,4277834,cat_id_3
2026-03-05,영업1팀_사원4,거래처_4,품목_647,1605417,cat_id_8
2026-03-05,영업1팀_사원4,거래처_39,품목_491,2427474,cat_id_2
2026-03-05,영업1팀_사원4,거래처_10,품목_207,4673911,cat_id_8
2026-03-05,영업1팀_사원4,거래처_31,품목_790,4859039,cat_id_1
2026-03-05,영업1팀_사원5,거래처_51,품목_190,2149633,cat_id_1
2026-03-05,영업1팀_사원5,거래처_45,품목_542,2443427,cat_id_3
2026-03-05,영업1팀_사원5,거래처_14,품목_274,3744307,cat_id_5
2026-03-05,영업1팀_사원5,거래처_7,품목_750,2562957,cat_id_1
2026-03-05,영업1팀_사원5,거래처_22,품목_777,5212537,cat_id_8
2026-03-05,영업1팀_사원5,거래처_28,품목_255,3192163,cat_id_6
2026-03-05,영업1팀_사원5,거래처_39,품목_161,3489097,cat_id_2
2026-03-05,영업1팀_사원5,거래처_37,품목_136,2054646,cat_id_7
2026-03-05,영업1팀_사원5,거래처_3,품목_469,3104874,cat_id_10
2026-03-05,영업1팀_사원5,거래처_8,품목_754,4034021,cat_id_5
2026-03-05,영업1팀_사원5,거래처_6,품목_106,2734381,cat_id_7
2026-03-05,영업1팀_사원5,거래처_18,품목_306,2857164,cat_id_7
2026-03-05,영업1팀_사원5,거래처_4,품목_911,2673823,cat_id_2
2026-03-05,영업1팀_사원5,거래처_33,품목_994,4094611,cat_id_5
2026-03-05,영업1팀_사원5,거래처_22,품목_69,2341589,cat_id_10
2026-03-05,영업1팀_사원5,거래처_16,품목_662,5219099,cat_id_3
2026-03-05,영업1팀_사원5,거래처_41,품목_703,4856585,cat_id_4
2026-03-05,영업1팀_사원6,거래처_29,품목_72,2260996,cat_id_3
2026-03-05,영업1팀_사원6,거래처_33,품목_406,2148953,cat_id_7
2026-03-05,영업1팀_사원6,거래처_30,품목_247,3079368,cat_id_8
2026-03-05,영업1팀_사원6,거래처_9,품목_73,5252184,cat_id_4
2026-03-05,영업1팀_사원6,거래처_7,품목_146,4375455,cat_id_7
2026-03-05,영업1팀_사원6,거래처_13,품목_277,1808309,cat_id_8
2026-03-05,영업1팀_사원6,거래처_49,품목_140,5084975,cat_id_1
2026-03-05,영업1팀_사원6,거래처_41,품목_302,4996522,cat_id_3
2026-03-05,영업1팀_사원6,거래처_26,품목_768,4136072,cat_id_9
